thread_id,customer_text,brand_text
2720494,@AmazonHelp auch wenn man über die Android-App bestellt? Das habe ich nämlich und kann mich nicht erinnern so einen Hinweis angezeigt bekommen zu haben.,@763362 Auch da wird es dir angezeigt. ^TG
2720559,"Would quite like an @115830 sale on disabling the special offers on my Kindles. The adverts are annoying, but not quite £10 per device annoying. Hmm.",@616174 Hello Chris. You can unsubscribe from receiving special offers on your kindle by following the instructions on the following link: https://t.co/8NXhWQYEAC. ^GA
2721676,"@AmazonHelp Nein, hab ich nicht. Warte ich eben auf das nächste Angebot. Danke!",@746587 Ok. Habe noch einen tollen Tag! Ganz liebe Grüße ^TG
2721700,@AmazonHelp Updated feedback !!,"@490177 Thanks a ton for that, Venkat :) ^JC"
2721733,"@AmazonHelp Nice one, done. Thanks for the quick response.","@763627 No problem, glad to help! 🙏 ^PJ"
2721743,"How to get @115850 prime member like quicker deliveries? Place your order on cash on delivery! For prepaid order, with Prime or without, they have collaboration with @120543 !",@763629 Hey JItesh! Did you have any concern unaddressed regarding the delivery of your order? Please let us know so we can assist you accordingly. ^SF
2722142,@AmazonHelp AMZL US. I assumed the map was only for your own drivers.,"@763716 Our team would like to ensure this is addressed! Please provide information about this delivery at the following link, along with other requested info: https://t.co/pewFYeGO7c ^WT"
2722146,@AmazonHelp Mine was through AMZL and my roommate’s was through a courier I believe - she ordered thru PrimeNow,"@763717 Thank you for checking for us. When you called, what options and insight were given to you? Were we able to schedule a re-delivery for you? ^DW"
2722153,What’s more fun than a sick baby? When someone steals your @115821 diaper delivery.,"@763718 Oh no! Terribly sorry about those diapers, Heidi! Let's see what options we have for you here: https://t.co/hApLpMlfHN ^JZ"
2722194,"@AmazonHelp Ich hab aber ein Konto und bin auch angemeldet.
Also kein Grund SMS zu versenden.
Oder zahlt ihr mir die? ;)","@125875 Dazu kann ich leider nichts sagen :) Die Kollegen prüfen dies erst mal - also los, klick auf den Link und melde dich :) ^MF"
2722382,"@AmazonHelp it won't let me sign into my account , I tried resetting password but it still says wrong password?","@763759 We're here to help! Please, reach out using this link: https://t.co/8uMhcU5yPo so that we may assist with these login issues. ^JE"
2722389,@115830 Just had phonecall from driver who’s lost. Went to gate. Then text arrived. Unable to deliver because the address is invalid.,@136056 Sorry to hear this! I'd like to have a member of our team look into this. Please click here: https://t.co/WSZNb55A4h ^TH
2722388,"@AmazonHelp I’ve now cancelled I think 9 orders, I’ll start again- in a few days when I’m not so utterly frustrated. This happens repeatedly.","@136056 When you spoke to customer service, were they able provide you any options? ^HS"
2722602,@115830 @115821 can i get some help with my amazon account please,"@149078 Hi Casey, We'd be happy to help. Without sharing any personal/account info please let us know what the problem is? ^KK"
2722694,"My online shopping gave me a new experience, bought this HDD of 500 GB through @115821 , got a mismatch, complained them to replace it, to my surprise those guys did not replace but refunded my money and said i can keep the HDD as the shopkeeper will not take it back ! Wow ......","@663304 We're happy to know that the issue was resolved. I've also forwarded your experience as a feedback to the relevant team internally, we'll ensure such instances aren't repeated in the future. Appreciate your cooperation and understanding while we worked on this. ^EM"
2722696,翌日配達とかAmazonさん有能…楽しみが増えたので、明日仕事がんばる(*´-`),@763814 Amazonをご利用いただきありがとうございます🙇　お仕事がんばってくださいねΣd(*`･∀･´*)　SM
2723329,"Amazonプライム会員…つらいむ(´・ω・｀)
そんなに買わないのに…",@763952 (2/2)なお、プライムは有料会員移行後に、特典のご利用がない場合は、会員登録をキャンセルのうえ年会費を返金いたします。詳細はこちらをご参照ください。https://t.co/LvvPS3hKzB SM
2723343,@AmazonHelp Muito! 😍,"@155504 Somos curiosos, o que tem escolhido das Ofertas? 🤔😍 ^DA https://t.co/kfO2pMjMH6"
2723383,Fire TV買ったー https://t.co/hn8WwFBomd,@763961 |´-`)ﾁﾗｯ　Fire TV をお買い求めいただきありがとうございます！末永くご愛用いただければ幸いです🙇‍♀️ HM
2723403,@AmazonHelp I was knowing that I will get the reply with Formalities. I didn't get my shipment and so I have to cancel the order. but from Next time I will never use Amazon or will tell my all the friends and family about Amazon's Worst service. Goodbye. @AmazonHelp  @115850 @115851,"@763962 I understand that you are upset with us from your recent order experience. It was never our intention. However, I've noted your comments and have forwarded your feedback internally. ^AH"
2723909,"@AmazonHelp No hay mucho que hacer... dice que ha salido hoy de las instalaciones del vendedor, así que... me tocará esperar de nuevo...",@764049 Puedes mantenernos al tanto de esta entrega. ^VL
2723932,@AmazonHelp N faço ideia.. compro numa taxa maior q leio. Já tem outros na fila,"@764053 Rebeca, o importante é nunca faltar livros para ler. ❤📚 ^DA"
2723936,@AmazonHelp Why am I unable to login ? Why no response from Amazon after filing complaint ?,"@314052 I'm sorry to learn about the account login issues, please elaborate on the error so that we can help you accordingly.  ^VN"
2723961,"@AmazonHelp カスタマーサービスとのやり取りでやはり誤配送とのことでした。
送り返すことになりました。","@764055 大変ご迷惑をおかけいたしました。今後、同様のことがないよう改善に努めて参ります。
リプライいただきありがとうございました。HM"
2723977,@AmazonHelp ok i will do that thanks,"@764057 Thanks for understanding, Venkatesh. Please keep us posted. ^NK"
2724488,@AmazonHelp The worst experience I have got from Amazon on order no.408-8731383-6100325.Amazon is not refunding my money for sending the wrong item to me. The returned item is still reached its destination. Customer care is unable to help me.I will  Never buy anything from Amazon,"@764171 I'm sorry about the situation with your order. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. Also, please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^SG"
2724511,@AmazonHelp そちらのチャットサポートより、マイアカウント登録解除からの再登録で問題が解決しました。ありがとうございました。,@764176 リプライありがとうございます。　カスタマーサービスがお役に立てたのであれば、何よりでございます。当サイトのご利用でお困りのことやご不明点があれば、いつでもお気軽にお問い合わせくださいませ。　SM
2724513,@AmazonHelp wi-fi環境はsilkブラウザでの通信が出来ているので問題ないかと思われます。電源ボタン40秒長押しによる強制終了と、次いでシャットダウンからの再起動も試みましたがやはりミュージックでのブラウズタブが全て問題が発生しましたと出てしまいます。,"@764176 ご不便おかけしております。
Wi-Fiの環境に問題もなく、再起動後も改善しないとのことなので、一度詳細を確認のうえ、ご案内させていただければと存じます。お手数ですが、ご都合のよろし時に、下記URLよりカスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn　TY"
2724553,"@AmazonHelp I think it is not free, I have to pay for the postage.","@764182 Hey Jia, you can find more info of when we'd be covering for postage costs here: https://t.co/QDCKNnEQeZ ^MA"
2724579,@AmazonHelp why my product delayed due to weather. https://t.co/32hqx81aUJ,"@764185 Apologies for the delay in transit due to unforeseen weather conditions, Akshay. I'd request you to wait until the new delivery date. I appreciate your patience. ^JC"
2725839,@AmazonHelp any reason my package hasn’t made a moment in almost 40 hours ? https://t.co/eVBWCtIprl,"@216146 Hey, what was the original estimated delivery date that was provided in the order confirmation email? ^PJ"
2725888,"Sorry, @116316, Service geht anders. Den ganzen Tag auf ein #Paket warten, heißt nicht, am Nachmittag einen Zettel im Briefkasten zu finden. „Sendung beim Nachbarn“.","@764451 War deine Sendung denn beim Nachbarn abzuholen? Falls nicht, wende dich doch bitte an unsere Kollegen vom Kundenservice, damit wir das genauer prüfen können: https://t.co/cDHy5WiCek ^AW"
2725900,For the second day running waiting for the faulty crutches from @115830 to be picked up.,@764455 We'd like to help. Please contact us here when you have the chance so we can take a closer look into this: https://t.co/qy3J24VGxb ^GG
2726727,"@115830 2/2

Turns out he's asking if I am 18 years old

Me: ""Do I look it?""

Courier: ""no you 18""

Me: well over 20 years ago yeah""

Courier point blank refuses to hand parcel over to me.

I don't know if to feel annoyed or flattered - I was born in '74!","@282926 Hey, could you contact us so we can look into this order for you: https://t.co/oGDklGgbCZ? ^PJ"
2726771,@116875 podrían explicarme por que paso esto por favor https://t.co/pfKSmXnp9R,"@127729 Hola Alejandro, lamento saber que se ha presentado este inconveniente. Como indica la imagen, para recuperar el acceso a tu cuenta es necesario seguir las instrucciones que te enviaron. ^DA"
2727076,"@AmazonHelp Vous avez lu les 7 tweets? À ce jour il me manque 2 livres sur 5, mais il n'y a pas que ça !!!",@764728 Je vous prie de remplir le formulaire suivant afin d'étudier votre dossier : https://t.co/HtUowg2UGX. ^MA
2727935,"Dear @115821,
Thank you for always providing us with such quality entertainment! 😂
Love,
Rufus and Moo and Family ❤️ https://t.co/ji4Eci3Pk8",@764934 Thank you for brightening our day with kitty playtime! Please go here to let us know what kind of toys Rufus and Moo enjoy so we can send them something special! :) https://t.co/ChHrfJ0MMX. ^DY
2727985,"@AmazonHelp Just wanted to say well done to the Amazon Delivery Driver that managed to throw my parcel onto a first floor balcony, which was then left in the rain over night. You Sir, are a credit to the profession. #amazonprime","@764941 We'd like to look into this with you. When you have a moment, please contact us here: https://t.co/JzP7hlA23B ^KH"
2727987,@AmazonHelp I'm not able to use kitkat amazon voucher it says the gift card code is not correct.,"@224833 Apologies for the trouble claiming the gift card. We're happy to assist you directly, please reach us via phone here: https://t.co/AM947Cj0Ma ^AK"
2728002,@115821 where to shop when you don’t really want your packages.... &amp; want lies from customer service.... #HereWeGoAgain,"@764939 Oh no! Sorry to hear this! Without providing any account specific information, will you tell us what's going on? We are here to help! ^AD"
2728048,"@AmazonHelp No, firstly they asked why the payment was disputed, then they asked me if I wanted to pay it, then they said they have blocked my account and won’t reinstate it until they receive payment. This is between Amazon and the credit card company, my account should not be blocked","@764949 I am sorry to hear this Gillian. As we dont have access to yoour account here, I would advise you to reply to the email from the account specialist to explain your issue to them. They will respond to you within 24Hrs. ^GA"
2728886,@115821 you guys should make a sister app or a function of your app that shows up as “Santa’s Wish List” that kids could use to generate their wishlists. Then that would automatically add the list to a list on their parent’s amazon account.,@765121 Hi Alan. Thank you for your suggestion ^KK
2728933,@AmazonHelp I have already.  Thanks.,@753928 Please keep us in the loop and let us know if it is resolved! We're here to help if you have further questions or concerns as well. ^TG
2728994,@AmazonHelp I have no idea.  I assume you as it was with prime delivery.,@753928 You can check who shipped your parcel here:  https://t.co/aaDyEz1VgE ^VF
2730226,@AmazonHelp Passez vous maintenant par chronopost ? Car je vois que mes colis arrivent par ce biais ce qui n'etais pas le cas avant.  Merci,"@765451 Nous déterminons automatiquement le transporteur en fonction de certains critères tels que votre code postal, le volume / poids des articles. C’est pourquoi vos commandes ne sont pas toujours livrées par le même service. ^MA"
2730274,"@115850 that's 3rd or 4th instance in a row, I'm paying extra for next day delivery and never receives shipment on time. Its like paying extra and getting acc to standard delivery process. Can someone look into it?",@765458 I apologize for the hassle you had regarding the delivery of your orders. Kindly report this to our support team here: https://t.co/rS49hgaADF and we'll look into this. ^VH
2730294,"Alguém está com problemas também para acessar o site da @117086 ? Poxa, acho que o site caiu por conta do 'esquenta black friday'. Arrumaê, amazon! xD","@765462 Olá Gi, sentimos o inconveniente. Poderia nós confirmar se ao tentar acessar o site te apresenta um erro? ^DA"
438773,"@115817 Totally lies, my Amazon shipment was suppose to arrive on 8 Nov and yet didn’t, UPS is the carrier, they didn’t even call me and they reschedule without informing","@461516 Sorry to hear that Mothanna, can I ask which Amazon site you placed your order on (.com / .co.uk / .fr / etc)? ^TI"
2733880,"@1404 @AmazonHelp @115850 A GENUINE COMPANY ONCE IS SURE  THAT  PRODUCT IS FAKE, WLD HV ASKD ITS  SUPLIERS TO REPLACE IT IMMEDIATELY &amp; WOULD HAVE  SUSPENDED HIM. HOWEVER AMAZON INSTEAD HARASSES ITS CUSTOMERS THEREBY SUPPORTING ITS FRAUD SUPPLIERS  AS IT IS INVOLVED IN IT",@270757 That's quite a remark! The sellers are only committed to sell genuine products on the website. Could you tell us more about your concern for better assistance? ^YP
2733917,@AmazonHelp I'll DM you,"@706113 Please check your DMs, Matt! I've responded to your inquiry there. ^FD"
2733931,.@118706 @123967 @AmazonHelp Item says it was delivered and left on porch. I don't have one. Searched all connecting area. Nothing.,"@190156 Hi, I'm sorry you didn't find your item on the porch! Would you mind checking to see if you can find it through these steps?: https://t.co/w2ydgGqzuR ^VF"
2733972,@118919 is there any offer for first time purchase user on ur website or app?,"@385304 We do not have any offer for the first time purchase. However, there are many sales and deals available on daily basis. Stay tuned to the website for more updates. ^PR"
2734012,"@117634 so where’s the help twitter account?  I want transfer a mobi file in my kindle app on my Mac to my kindle paper white by WiFi , and cannot do it   No help place","@766297 Hello, to have an assistance, please contact our CS using this link : https://t.co/hgIrz98cdI ^MA"
2734207,"@AmazonHelp It's already done 3 times and all I am getting is ""Please wait....""  No one is sending the email that's promised to me which makes it an act of breaking trust",@766346 We're following up on this. We'll update you soon. ^SG
2734267,The one time I needed @115821 PRIME to come through for me they failed me. 😭😭😂,"@239188 Oh goodness! We certainly never want to fail you, Lilith. Without sharing personal account information, will you tell us more about what's going on? We'd like to try to help! ^AB"
2734296,"@AmazonHelp no i dont think you understand. when i go on that page, it doesnt show up, so even when i go on ""my order isnt showing up"" and input the order number, it says it cant find the order. so im kinda screwed",@766358 I'm sorry for the frustration. You can also contact us by clicking here: https://t.co/zYVX1Qi29G. All you have to do is select an issue and it will give you the option to contact us ^AY
2734320,@115830 Hi you keep hanging up on me ? My parcel hasn’t arrived three times and when I’ve tried to call you 3 times and you hang up on me ?,@766364 I'm sorry to hear your calls are dropping! Please give us another opportunity to get this sorted for you. You can reach us via phone or chat here: https://t.co/qy3J24VGxb ^JS
2735284,@AmazonHelp Got it. Hope to hear from you.,@766577 Have you already submitted this information? I don't see that we've received it. We recommend using the full site from either a desktop or mobile device. ^LR
2735286,@AmazonHelp Shipped with AMZL US,@766577 Thanks for confirming. We'd like to escalate this further. Please include the order details here: https://t.co/D8GF3mzEw8 ^BH
2735668,@115821 and @83621 please just admit that you screwed up it’s been 6 days now! In 30 days you’ve lost 2 packages and flat out lied about there not being a safe location to leave one package. What would you consider safe my mom’s womb ugh!!!,@766656 I'm sorry you haven't received your package. What tracking status do you see on your order here: https://t.co/Y5jpI9gRhE? ^JF
2735638,@AmazonHelp Package said it was delivered at 1:45PM. I was outside from noon until after 3. No mail truck came by at any point and nobody approached my house.,"@766649 A carrier may scan the package as ""Delivered"" when it is out for delivery and you may receive the delivery on the next business day. Can you tell us who the carrier was for this delivery: https://t.co/q4LAMZ3tbE? ^AF"
2735694,One day @115821 will hire delivery drives that can read an address label. One day... not today though.  😑,"@400341 It sounds like you had a bad experience, my apologies. Without providing any account information can you give us some more details? ^CH"
2736183,"@AmazonHelp Your driver simply didn't want to do their job or go through the hassle of taking the parcel back, why should our parcels suffer?","@766768 I can understand your frustration, thank you for clarifying for us. We'd like to take a look at this with you in real-time, please reach us via phone or chat here: https://t.co/JzP7hlA23B ^DW"
2736190,@AmazonHelp Not that I can find nor notifications in the app,"@766770 Hi there! There are several reasons that might cause a delay in your delivery, such as unexpected events (bad weather, item availability and carrier capacity). Please reach out to us for further assistance if your order does not arrive by the date shown!  ^SP"
2736196,@115830 please can you advise? #whereismyhoover https://t.co/ovhvMF9cT8,@766771 I'm sorry for the trouble! What does the updated tracking say where the order is at? You can find that information here: https://t.co/aaDyEz1VgE ^MH
2736207,@AmazonHelp Hello! I was wondering if I can receive some assistance in cancelling an order? The order is not appearing in the 'Your Orders' tab. Any help would be greatly appreciated. Thank you!,"@713540 I'm sorry for any trouble. We're unable to view account details via Twitter, however we're happy to point you in the right direction. Is this a physical order or a digital order? ^ST"
2736253,@AmazonHelp Já comprei :),@766783 Perfeito Jefferson ❤️. No momento que receber o pedido manda uma foto bem linda para gente tá? ^AZ
2739323,@115830 I got an email advising my delivery has been made and it hasn’t. Who can I contact to report this?,@767505 I'm sorry you can't find your parcel. Please try these tips for locating a missing parcel: https://t.co/lzwJY6YZIw ^AN
2740623,"While I’m home working on a paper, @115821 delivery person opened my gate, walked in my back yard, and left package on the porch. Never knocked on the front door. What would’ve happened had my dogs been outside? https://t.co/wGVHSDkJNW","@767774 I'm terribly sorry for the inconvenience, Craig! Can you confirm the name of the carrier in your order details here: https://t.co/Y5jpI9gRhE? ^NC"
2741815,All right. Getting the whole thing refunded. That was quick. Thanks a lot @AmazonHelp,@161247 Glad to hear things are sorted! Don't hesitate to contact us back with any further questions or concerns! ^CS
2742923,@AmazonHelp I have already called customer service today and spent over an hour on the phone. They do not understand and their only solution was to charge me again for the 4th time. How do I get to speak to someone from a UK call centre?,@767775 I'm sorry for the experience you've had. You can find our UK contact page here: https://t.co/JzP7hlA23B Let us know if you have any other questions or concerns! ^AJ
2742944,@115850 Really order first time through @115850 got defective and customer care made a story and no one help and now they will teach there police's great going guys. @118702 I had ordered many time till didn't got any defective product,"@147824 We're sorry for the experience you've had, Umar. Please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^SM"
2744157,@115830 not impressed with my wet book after my package was left outside today. Can I have a dry one please?! https://t.co/JIe2VjMvRB,"@268430 I'm so sorry your package was left where it could get wet! We'd love to take care of this for you, but we cannot access your account via Twitter. Could you reach out to us via phone or chat to discuss options: https://t.co/JzP7hlA23B? ^AR"
2744182,@AmazonHelp Can’t see this information,"@768584 When you spoke to us, did we offer any options? If so, what was given to you? ^LH"
2746045,@AmazonHelp Will they be reading from a script?,@769005 I can assure you we will do our best to help! Please get in touch: https://t.co/JzP7hlA23B ^CN
2747124,Is it just me or has anyone else noticed that the @115821 customer service has decreased recently?! They can barely speak English and I'm convinced I'm talking to a computer due to their automated responses.,"@287312 I'm sorry for the unsatisfactory customer service experience. We'd like to help if we can. Are you having issues with a recent order? If so, what options have been provided? Please let us know! ^FD"
2747183,"Will NOT be ordering large items from @115821 any more. @118706 “didn’t have room” 4 my delivery, now I’m waiting on a LONG line to pick up. 😡","@769258 I'm terribly sorry for the inconvenience! Have you reached out to us with regard to a shipping refund or further options: https://t.co/CYqkdUakWJ? If so, what was offered? ^GM"
2747208,"So pissed off at @115830 @AmazonHelp right now. First copy of Super Mario Odyssey gets stuck on a plane and doesn’t arrive. The replacement copy is out for delivery with the local courier YESTERDAY, gets delayed to today, and then still hasn’t arrived!! 😡😤",@769264 I'm sorry for the delay! Have we sent any communication explaining why it is late? ^TR
2747237,"Thanks to my @AmazonHelp delivery driver who called to ask if I was home, could barely speak English,asked to put the parcel in my outside letterbox,i advised if too big to put it in the porch.He couldn't understand&amp;left it  hanging out the letterbox!Parcel&amp;goods water damaged👎","@755667 Truly sorry to hear of this, this isn't at all the delivery experience we strive for! Please, when you have a moment, reach out via phone/chat to report this and explore options here: https://t.co/JzP7hlA23B ^JE"
2748293,@115830 come on! What a literal waste of space #packaging #environmentallyfriendly https://t.co/oV4MuTTjMJ,@769530 We're always looking to improve where possible. You can help us by sending your packaging feedback: https://t.co/5pttEThaPD. We appreciate it. ^CL
2748324,@AmazonHelp The tracking on my order says my package was delivered last week but I have not been able to find it and the office at my apartment says they don't have it either.  How can I get the stuff I ordered?,@769537 Yikes! I'm sorry that happened. You can see what to do here: https://t.co/l2Dc3e91Bw.  Hope this helps. ^LL
2750365,"@AmazonHelp I've now had two packages that were supposed to be delivered on Sunday marked as delivered and were never seen. I've been home, waiting for them both times and had them marked delivered while waiting only to never see the driver at all.",@770017 I'm sorry to hear about the delivery issues you've experienced! Can you let us know which carrier was supposed to deliver the orders? You can find this information here: https://t.co/q4LAMZ3tbE ^JS
2752036,@AmazonHelp Received Paperwhite update and now no books are opening and can't get to store....rebooting doesn't do anything...is there a known issue with latest update??,@612468 I'm sorry to hear your Paperwhite is having issues! We'd like to look into this. Please reach out to us via phone here: https://t.co/oIICkgEtvw ^BE
2754602,"@AmazonHelp Got told at 4 package would be guaranteed redelivered by 10pm. Sat in like have been since 8am.found out at 8:30 it never was getting redelivered. Lied to again by customer service based in another country, a bit like your TAX","@771018 I'm so sorry your package hasn't shown! Please reach out to us here, by phone, for further assistance: https://t.co/hApLpMlfHN ^QJ"
2754676,@115830 I have been charged 3 times on three different days for 1 item.  Impossible to get anything out of a cust two that isn't an automated response. So frustrating!!,"@771031 I'm sorry to hear this, Tracy! We'd be happy to assist! For further clarification, what options were we able to provide when you previously contacted us? ^VB"
2755669,@AmazonHelp Gracias. El transportista es directamente Amazon así que no estoy seguro como hacerle en esos casos.,"@771284 Fer, muchas gracias por el dato, como el transportista es Amazon, si fuera necesario te recomendamos contactar con Servicio al Cliente: https://t.co/beR78zMMYB
^CB"
2755721,"@AmazonHelp it’s been delivered today thanks though, just a bit cheeky to say they tried to deliver when clearly they didn’t!","@771296 Thanks for letting us know you got your order! If we can ever be of any assistance, please don't hesitate to reach out. ^BL"
2755727,Dieses Gerät ist nicht aktiviert.... #echo #alexa #dot #hue @AmazonHelp,"@265312 Siehst du ihn denn in deinem Kundenkonto unter ""Meine Inhalte und Geräte""? Lieben Gruß ^NW"
2756084,@AmazonHelp I submitted an email to customer service right now,"@437078 Thank you for the update! For fastest results you may want to try contacting us via Phone. However, I completely understand if this isn't a convenient time for you. We will respond to your e-mail as soon as we can! ^GM"
2756725,@AmazonHelp Amazon is the carrier.,@436861 I would like to have someone from my team take a closer look into this with you. Please fill out your details here: https://t.co/BBc6sPlSq5 and someone will be in contact with you. ^AY
2756760,@AmazonHelp Have done it twice already. How many more?,"@771541 Hi there! When you spoke with us, did we provide any option? If so, what was provided to you? ^LH"
2757399,素知らぬうちにAmazonプライム会員になってた,@771681 (1/2)Amazonプライム無料体験をご利用されておりませんか？お申込み後、自動更新をOFFにされていない場合、体験終了後有料会員へ移行となります。会員情報は、アカウントサービス&gt;Amazonプライム会員情報を管理するにてご確認いただけます。ET
2757433,@120465 @116313 まってました(　˙-˙　),@771689 ご堪能下さいませ (･∀･) ET
2758103,@AmazonHelp ありがとうございます。問い合わせの返事がまだ返ってこないので様子を見てみます。,@771841 恐れ入ります。カスタマーサービスからの回答を今しばらくお待ちください。TN
2758116,"@AmazonHelp Awesome! One last question.. does these links apply to the Canadian Fire Stick Basic version? I only ask because the links above me tion voice search and Alexa, yet it's not a feature that comes pre loaded. My apologies for now mentioning it before hand. Thanks!",@632890 The links will work for your Canadian Fire stick. ^BT
2758157,When you order something off amazon with prime 2 day shipping &amp; it arrives 6 days later. Thanks @115821 🙃,"@771845 I'm sorry if we missed the delivery date stated in your order confirmation, Jenna. We never want to let you down! Some items require more time to fulfill. Prime Two-Day shipping refers to two days after the item actually ships. Please let us know if we can help.  ^SE"
2758189,@AmazonHelp Downloaded a book in my tablet through the Kindle app. The book opens for may be 5 secs and then closes by itself with a black screen. I’m not able to read any book.,@399503 I understand your concern regarding the Ebook. Please reach out to us here: https://t.co/vlvfJr4nN9 and we will fix this for you. ^AH
2758932,Amazonぶち殺すぞ（再掲） https://t.co/1OKSxMb7n7,@772018 ご不快の念をお掛けし申し訳ございません。よろしければ、状況を確認した上でご案内させていただきますので、恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN
2758964,"@AmazonHelp I oredered a computre monitor, i was assigned to amzl logistics to be shipped to office. Monitor never arrived after coutless  cals to amen just service who were inept as amzl in handling problem. Very poor management skills from amazon, I am considering canceling my prime member",@366357 I am sorry to hear this. Can I ask what resolution was given to you when you spoke to our customer service team please? ^GA
2758976,"@AmazonHelp 
FBA157QQK2 has been delayed a lot.Normally next day stock is updated.Why is there a delay?","@384512 Also, please don't provide your order/account details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF"
2759724,@AmazonHelp The date was given for 21st Nov https://t.co/93SHtMIQvE,@509280 That's odd! We'd like to look into it. Please report it to our support team here: https://t.co/2t6DQoUmNZ we'll look into it and help you out. ^AP
2760276,"@120533 @115821 
Bonjour voilà la belle arnaque du jour que j’ai reçu par mail 😔😅 https://t.co/zILHoLKc2Y","@772336 Bonjour, désolée pour cela, en effet ce n'est pas un émail provenant d'Amazon, nous vous conseillons de ne pas y répondre et si possible de nous le transférer à __email__ afin qu'on puisse vérifier son origine.
^KE"
2760312,"@AmazonHelp durumu cuma günü Amazon Müşteri hizmetlerine de bildirdim.Böyle bir yanlışlığın günlerce düzeltilmemesinin sorumlusu kimse bedelini ödemeli.İtalyadan gelen evrakta bile 6,86 kg yazıyor.Utanmadan bana bunda ne var böyle 74 kg diyorlar.İnsan bir kontrol eder bakar kaç kg diye","@772343 Merhaba, konuyu daha yakından incelemek istiyoruz. Lütfen şu bağlantıyı kullanarak bizimle iletişime geçin: https://t.co/br7bhrlJn8 ^TA"
2760338,So...um... @115821 said my package was delivered yesterday.  It wasn’t.  Called today.  Said it would be here by 4.  It wasn’t.  🤔#disappointed #7yearsofsubscribeandsaveforthis?,"@772348 I'm sorry we've let you down; that's never what we want! If you'll allow us another opportunity to get this taken care of for you, please reach us by phone or chat here for direct assistance: https://t.co/hApLpMlfHN^MV"
2760858,@AmazonHelp めっちゃガンダム見ます,@772479 ガンダムな休日、ぜひ実現させてください！(*‘∀‘) HM
2760922,"いつの間にか、Amazonのプライム会員になっていた。
キャンセルしたけど、申し込んだ記憶が無い。
何かをポチッた時かな？
😓",@772491 (2/2)なお、有料会員移行後にAmazonプライム特典のご利用がない場合は、会員登録の終了と年会費のご返金を承っております。詳細は、こちらのヘルプページをご参照ください。https://t.co/Aw1gyOpOa2 HM
2761309,@119625 any recommendations for new TV series?,@245836 We wouldn't like to speculate on your choice. Could you let us know if you have any specific Genre in mind? ^AP
2762088,ガルパン劇場版 Amazonビデオのプライム特典来てるじゃん！！ https://t.co/TW6VBZc8H2,"@772740 きちゃいましたーーーーーーー( *´艸｀)
是非！見ちゃってください( *• ̀ω•́ )b TY"
2762118,@115850  Cheap old trick- Delay Delivery on customer request . Courier boy did not even called me.  Order# 404-0890584-4493915. Already expecting this since saw Dhelivery name as my courier. They have so many complaints online. Still waiting for my order.,"@772744 Usually, the products are delivered on or before the estimated delivery date. Could you let me know if we've missed it? Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AU"
2762123,"@AmazonHelp Yes I've gone through this link
After selecting the order, one call comes from Amazon.
After few seconds it says we are unable to find your order, for more deals visit Amazon Web or app....
Please help",@772745 That's unusual! Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you shortly. ^BS
2762126,@AmazonHelp recently purchased a laptop which promised a cashback of Rs.3700+ in pay balance in 72hrs. Pls look into this. Account: __email__,@772746 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. 2/2 ^AH
2762135,"@115850 Hi, can you cancel order #407-2523014-6458743?
I unable to do it through the app.","@772750 We'll certainly help you out. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ. Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AP"
2763483,"@AmazonHelp No problem, looking forward for some good offers at @115850 
Thanks 😊",@773056 Thank you for understanding. ^AP
2763532,"@AmazonHelp Hi. Went to my tab from earlier and I got a Privacy Error (using Chrome) with ""Not secure....."" in the address bar and saying my connection isn't private. I'm too afraid to log in on another browser.  :(","@773061 Hey Jai, I'm sorry to hear that. Can I ask which Amazon site you are attempting to access (.com / .co.uk / etc)? Have you attempted to access the site from a different device? ^TI"
2763587,"AMAZON NOT RESOLVING THE CASE DISCONNECTING THE CALLS..PROMISING CALL BACK BUT NOT GIVING ANY CALL BACK...@118919,@17786,@115851,@115850,@106290,@4032,@120320,@106291,@106292,@137849,@135979,@120844,@1145",@220260 I'm sorry your concern hasn't been resolved. We'd like to look into it. Kindly share the relevant details here: https://t.co/beaaDm0muc we'll reach out to you soon. ^AP
1387120,@115850 It would be great if u can come up with some reasonable exchange offer for one plus 5 with one plus 5t for those who want to upgrade.,@773070 The Exchange Offer program is dependent on our exchange partners. I'd request you to stay tuned to our website to check the offer. ^AP
